filename,width,height,class,xmin,ymin,xmax,ymax
BridgeEntrance-006_00301.jpg,389,423,pedestrian,125,133,150,193
BridgeEntrance-006_00301.jpg,389,423,pedestrian,226,96,246,138
BridgeEntrance-006_00309.jpg,389,423,pedestrian,196,133,225,215
BridgeEntrance-006_00352.jpg,389,423,pedestrian,184,142,206,222
BridgeEntrance-006_00352.jpg,389,423,pedestrian,278,143,302,221
BridgeEntrance-006_00372.jpg,389,423,pedestrian,232,130,252,200
BridgeEntrance-006_00413.jpg,389,423,pedestrian,218,122,244,189
BridgeEntrance-006_00460.jpg,389,423,pedestrian,237,139,277,210
BridgeEntrance-006_00495.jpg,389,423,pedestrian,264,132,284,202
BridgeEntrance-006_00495.jpg,389,423,pedestrian,235,125,258,198
BridgeEntrance-006_00546.jpg,389,423,pedestrian,227,137,252,212
BridgeEntrance-006_00546.jpg,389,423,pedestrian,270,150,308,225
BridgeEntrance-007_00457.jpg,389,423,pedestrian,115,143,142,221
CommunityEntrance-001_00008.jpg,389,423,pedestrian,66,90,132,282
CommunityEntrance-004_00028.jpg,389,423,pedestrian,352,77,387,145
Road-001_00586.jpg,435,423,pedestrian,85,114,112,196
Road-001_00586.jpg,435,423,pedestrian,43,123,74,201
Road-001_00586.jpg,435,423,pedestrian,120,123,143,197
BridgeEntrance-007_00459.jpg,389,423,pedestrian,107,148,132,225
BridgeEntrance-007_00459.jpg,389,423,pedestrian,71,139,104,220
BridgeEntrance-007_00459.jpg,389,423,pedestrian,42,152,66,225
BridgeEntrance-007_00459.jpg,389,423,pedestrian,201,114,226,175
BridgeEntrance-007_00503.jpg,389,423,pedestrian,220,148,250,230
BridgeEntrance-007_00503.jpg,389,423,pedestrian,252,155,281,236
BridgeEntrance-007_00587.jpg,389,423,pedestrian,272,148,307,236
BridgeEntrance-007_00633.jpg,389,423,pedestrian,227,135,255,209
BridgeEntrance-007_00633.jpg,389,423,pedestrian,192,141,220,215
BridgeEntrance-007_00633.jpg,389,423,pedestrian,44,117,63,174
BridgeEntrance-007_00633.jpg,389,423,pedestrian,31,121,45,170
BridgeEntrance-008_00020.jpg,389,423,pedestrian,313,154,344,243
BridgeEntrance-008_00065.jpg,389,423,pedestrian,293,149,324,223
BridgeEntrance-008_00101.jpg,389,423,pedestrian,288,148,324,236
BridgeEntrance-008_00523.jpg,389,423,pedestrian,285,158,315,237
BridgeEntrance-008_00534.jpg,389,423,pedestrian,297,154,330,249
BridgeEntrance-008_00551.jpg,389,423,pedestrian,333,168,376,267
CityRoad-001_00017.jpg,1111,639,pedestrian,51,220,92,302
CityRoad-001_00017.jpg,1111,639,pedestrian,417,527,482,630
CommunityEntrance-001_00002.jpg,389,423,pedestrian,260,103,326,342
CommunityEntrance-001_00004.jpg,389,423,pedestrian,116,96,194,303
CommunityEntrance-001_00006.jpg,389,423,pedestrian,38,72,136,283
CommunityEntrance-001_00072.jpg,389,423,pedestrian,245,87,298,219
CommunityEntrance-001_00072.jpg,389,423,pedestrian,297,90,341,217
CommunityEntrance-001_00080.jpg,389,423,pedestrian,91,120,211,365
CommunityEntrance-001_00088.jpg,389,423,pedestrian,24,92,82,259
CommunityEntrance-001_00121.jpg,389,423,pedestrian,343,84,387,229
CommunityEntrance-004_00001.jpg,389,423,pedestrian,239,80,296,244
CommunityEntrance-004_00003.jpg,389,423,pedestrian,110,70,149,196
CommunityEntrance-004_00019.jpg,389,423,pedestrian,21,87,72,204
CrossRoad-001_00028.jpg,435,423,pedestrian,101,85,124,148
CrossRoad-001_00028.jpg,435,423,pedestrian,182,81,202,138
CrossRoad-001_00028.jpg,435,423,pedestrian,203,81,222,140
CrossRoad-001_00028.jpg,435,423,pedestrian,222,87,240,142
CrossRoad-001_00030.jpg,435,423,pedestrian,230,68,248,113
CrossRoad-001_00030.jpg,435,423,pedestrian,248,70,264,114
CrossRoad-001_00030.jpg,435,423,pedestrian,263,72,279,116
CrossRoad-001_00032.jpg,435,423,pedestrian,285,68,298,102
CrossRoad-001_00032.jpg,435,423,pedestrian,273,66,289,102
CrossRoad-001_00032.jpg,435,423,pedestrian,259,62,273,99
CrossRoad-001_00035.jpg,435,423,pedestrian,268,140,308,260
CrossRoad-001_00035.jpg,435,423,pedestrian,326,167,380,282
CrossRoad-001_00037.jpg,435,423,pedestrian,308,115,342,197
CrossRoad-001_00037.jpg,435,423,pedestrian,338,125,373,209
CrossRoad-001_00037.jpg,435,423,pedestrian,233,144,309,235
CrossRoad-001_00039.jpg,435,423,pedestrian,13,105,54,195
CrossRoad-001_00039.jpg,435,423,pedestrian,314,100,337,166
CrossRoad-001_00039.jpg,435,423,pedestrian,334,103,353,170
CrossRoad-001_00041.jpg,435,423,pedestrian,122,77,155,142
CrossRoad-001_00041.jpg,435,423,pedestrian,313,86,338,140
CrossRoad-001_00041.jpg,435,423,pedestrian,341,93,372,151
CrossRoad-001_00047.jpg,435,423,pedestrian,335,115,380,218
CrossRoad-001_00049.jpg,435,423,pedestrian,307,84,333,148
CrossRoad-001_00057.jpg,435,423,pedestrian,277,105,313,190
CrossRoad-001_00059.jpg,435,423,pedestrian,211,136,259,255
CrossRoad-001_00061.jpg,435,423,pedestrian,75,205,150,372
CrossRoad-001_00081.jpg,435,423,pedestrian,15,223,90,388
CrossRoad-001_00083.jpg,435,423,pedestrian,158,150,213,275
CrossRoad-001_00085.jpg,435,423,pedestrian,38,166,100,318
CrossRoad-001_00085.jpg,435,423,pedestrian,271,106,302,193
CrossRoad-001_00085.jpg,435,423,pedestrian,330,100,358,164
CrossRoad-001_00087.jpg,435,423,pedestrian,216,116,256,214
CrossRoad-001_00087.jpg,435,423,pedestrian,313,131,344,227
CrossRoad-001_00087.jpg,435,423,pedestrian,311,98,335,165
CrossRoad-001_00089.jpg,435,423,pedestrian,168,264,245,386
CrossRoad-001_00089.jpg,435,423,pedestrian,312,91,337,152
CrossRoad-001_00089.jpg,435,423,pedestrian,351,88,373,140
CrossRoad-001_00091.jpg,435,423,pedestrian,327,83,343,129
CrossRoad-001_00091.jpg,435,423,pedestrian,358,83,379,129
CrossRoad-001_00099.jpg,435,423,pedestrian,248,101,277,180
CrossRoad-001_00099.jpg,435,423,pedestrian,279,105,306,186
CrossRoad-001_00099.jpg,435,423,pedestrian,300,111,322,185
CrossRoad-001_00106.jpg,435,423,pedestrian,308,95,340,162
CrossRoad-001_00106.jpg,435,423,pedestrian,30,88,54,137
CrossRoad-001_00112.jpg,435,423,pedestrian,188,75,209,125
CrossRoad-001_00114.jpg,435,423,pedestrian,76,97,109,172
CrossRoad-001_00116.jpg,435,423,pedestrian,5,107,45,188
CrossRoad-001_00118.jpg,435,423,pedestrian,162,72,187,125
CrossRoad-001_00118.jpg,435,423,pedestrian,195,75,218,125
CrossRoad-001_00120.jpg,435,423,pedestrian,291,138,337,257
CrossRoad-001_00123.jpg,435,423,pedestrian,175,74,197,132
CrossRoad-001_00123.jpg,435,423,pedestrian,351,142,394,253
CrossRoad-001_00123.jpg,435,423,pedestrian,355,86,376,130
CrossRoad-001_00123.jpg,435,423,pedestrian,277,75,295,117
CrossRoad-001_00123.jpg,435,423,pedestrian,293,78,306,120
CrossRoad-001_00125.jpg,435,423,pedestrian,340,148,384,259
CrossRoad-001_00125.jpg,435,423,pedestrian,319,105,349,168
CrossRoad-001_00125.jpg,435,423,pedestrian,57,113,94,196
CrossRoad-001_00125.jpg,435,423,pedestrian,248,87,270,141
CrossRoad-001_00125.jpg,435,423,pedestrian,261,88,283,143
CrossRoad-001_00125.jpg,435,423,pedestrian,38,96,80,161
CrossRoad-001_00134.jpg,435,423,pedestrian,232,251,306,386
CrossRoad-001_00134.jpg,435,423,pedestrian,244,128,285,242
CrossRoad-001_00134.jpg,435,423,pedestrian,197,127,246,232
CrossRoad-001_00137.jpg,435,423,pedestrian,209,117,244,218
CrossRoad-001_00137.jpg,435,423,pedestrian,240,123,280,224
CrossRoad-001_00137.jpg,435,423,pedestrian,328,84,350,140
CrossRoad-001_00137.jpg,435,423,pedestrian,345,82,371,142
CrossRoad-001_00143.jpg,435,423,pedestrian,252,127,296,238
CrossRoad-001_00143.jpg,435,423,pedestrian,330,144,364,243
CrossRoad-001_00143.jpg,435,423,pedestrian,350,148,382,240
CrossRoad-001_00143.jpg,435,423,pedestrian,217,125,256,237
CrossRoad-001_00143.jpg,435,423,pedestrian,185,124,227,230
CrossRoad-001_00147.jpg,435,423,pedestrian,173,166,231,289
CrossRoad-001_00149.jpg,435,423,pedestrian,247,141,300,283
CrossRoad-001_00149.jpg,435,423,pedestrian,203,125,253,257
CrossRoad-001_00157.jpg,435,423,pedestrian,282,130,322,232
CrossRoad-001_00157.jpg,435,423,pedestrian,308,136,344,236
CrossRoad-001_00176.jpg,435,423,pedestrian,78,137,127,259
CrossRoad-001_00176.jpg,435,423,pedestrian,119,148,169,271
CrossRoad-002_00094.jpg,611,511,pedestrian,381,276,398,333
CrossRoad-002_00094.jpg,611,511,pedestrian,396,260,414,324
CrossRoad-002_00094.jpg,611,511,pedestrian,406,279,428,327
CrossRoad-002_00094.jpg,611,511,pedestrian,39,177,57,216
CrossRoad-002_00094.jpg,611,511,pedestrian,45,179,67,225
CrossRoad-002_00096.jpg,611,511,pedestrian,355,271,374,322
CrossRoad-002_00096.jpg,611,511,pedestrian,361,254,381,319
CrossRoad-002_00096.jpg,611,511,pedestrian,378,270,399,320
CrossRoad-002_00098.jpg,611,511,pedestrian,197,155,216,200
CrossRoad-002_00098.jpg,611,511,pedestrian,213,156,230,199
CrossRoad-002_00098.jpg,611,511,pedestrian,289,122,305,154
CrossRoad-002_00098.jpg,611,511,pedestrian,282,251,298,294
CrossRoad-002_00098.jpg,611,511,pedestrian,298,249,321,293
CrossRoad-002_00098.jpg,611,511,pedestrian,290,233,306,289
CrossRoad-002_00112.jpg,611,511,pedestrian,22,175,46,224
CrossRoad-002_00112.jpg,611,511,pedestrian,68,178,91,221
CrossRoad-002_00112.jpg,611,511,pedestrian,128,148,142,180
CrossRoad-002_00132.jpg,611,511,pedestrian,30,203,85,256
CrossRoad-002_00132.jpg,611,511,pedestrian,21,174,44,222
CrossRoad-002_00134.jpg,611,511,pedestrian,326,251,357,324
CrossRoad-002_00134.jpg,611,511,pedestrian,388,213,420,271
CrossRoad-002_00134.jpg,611,511,pedestrian,122,134,145,177
CrossRoad-002_00134.jpg,611,511,pedestrian,133,181,174,229
CrossRoad-002_00134.jpg,611,511,pedestrian,267,135,289,174
CrossRoad-002_00134.jpg,611,511,pedestrian,421,141,448,176
CrossRoad-002_00137.jpg,611,511,pedestrian,332,258,376,345
CrossRoad-002_00137.jpg,611,511,pedestrian,339,272,367,328
CrossRoad-002_00137.jpg,611,511,pedestrian,88,200,121,257
CrossRoad-002_00137.jpg,611,511,pedestrian,233,152,257,191
CrossRoad-002_00137.jpg,611,511,pedestrian,183,120,206,153
CrossRoad-002_00157.jpg,611,511,pedestrian,40,195,62,228
CrossRoad-002_00157.jpg,611,511,pedestrian,49,171,80,228
CrossRoad-002_00159.jpg,611,511,pedestrian,130,184,170,233
CrossRoad-002_00159.jpg,611,511,pedestrian,123,294,184,402
CrossRoad-002_00162.jpg,611,511,pedestrian,125,210,169,290
CrossRoad-002_00162.jpg,611,511,pedestrian,39,207,63,262
CrossRoad-002_00166.jpg,611,511,pedestrian,62,210,91,270
CrossRoad-002_00169.jpg,611,511,pedestrian,104,262,136,326
CrossRoad-002_00169.jpg,611,511,pedestrian,95,282,120,335
CrossRoad-002_00169.jpg,611,511,pedestrian,75,209,118,272
CrossRoad-002_00169.jpg,611,511,pedestrian,100,196,139,247
CrossRoad-002_00169.jpg,611,511,pedestrian,137,131,169,183
CrossRoad-002_00212.jpg,611,511,pedestrian,30,223,71,291
CrossRoad-002_00215.jpg,611,511,pedestrian,223,241,251,289
CrossRoad-002_00215.jpg,611,511,pedestrian,201,232,228,305
CrossRoad-003_00224.jpg,435,423,pedestrian,293,96,325,167
CrossRoad-003_00224.jpg,435,423,pedestrian,64,88,95,163
CrossRoad-003_00224.jpg,435,423,pedestrian,88,92,115,163
CrossRoad-003_00224.jpg,435,423,pedestrian,160,77,180,141
CrossRoad-003_00224.jpg,435,423,pedestrian,152,69,171,139
CrossRoad-003_00224.jpg,435,423,pedestrian,130,47,145,73
CrossRoad-003_00224.jpg,435,423,pedestrian,142,45,159,75
CrossRoad-003_00224.jpg,435,423,pedestrian,379,64,394,93
CrossRoad-003_00235.jpg,435,423,pedestrian,202,194,278,365
CrossRoad-003_00273.jpg,435,423,pedestrian,162,154,222,308
CrossRoad-003_00273.jpg,435,423,pedestrian,204,158,263,304
CrossRoad-003_00273.jpg,435,423,pedestrian,255,158,318,310
CrossRoad-003_00273.jpg,435,423,pedestrian,314,95,344,166
CrossRoad-003_00273.jpg,435,423,pedestrian,332,102,361,174
CrossRoad-003_00276.jpg,435,423,pedestrian,249,152,298,284
CrossRoad-003_00276.jpg,435,423,pedestrian,291,164,333,298
CrossRoad-003_00276.jpg,435,423,pedestrian,302,90,326,154
CrossRoad-003_00276.jpg,435,423,pedestrian,316,94,340,155
CrossRoad-003_00276.jpg,435,423,pedestrian,331,93,357,162
CrossRoad-003_00286.jpg,435,423,pedestrian,189,170,263,335
CrossRoad-003_00286.jpg,435,423,pedestrian,121,78,158,150
CrossRoad-003_00296.jpg,435,423,pedestrian,117,82,147,150
CrossRoad-003_00296.jpg,435,423,pedestrian,80,90,112,170
CrossRoad-003_00308.jpg,435,423,pedestrian,390,94,423,181
CrossRoad-003_00345.jpg,435,423,pedestrian,66,78,103,170
CrossRoad-003_00345.jpg,435,423,pedestrian,283,97,324,188
CrossRoad-004_00018.jpg,435,423,pedestrian,165,71,189,121
CrossRoad-004_00036.jpg,435,423,pedestrian,88,94,125,175
CrossRoad-004_00036.jpg,435,423,pedestrian,38,90,76,176
CrossRoad-004_00043.jpg,435,423,pedestrian,94,56,119,101
CrossRoad-004_00046.jpg,435,423,pedestrian,177,114,212,217
CrossRoad-004_00046.jpg,435,423,pedestrian,207,114,242,222
CrossRoad-004_00055.jpg,435,423,pedestrian,298,118,341,215
CrossRoad-004_00055.jpg,435,423,pedestrian,110,94,149,180
CrossRoad-004_00055.jpg,435,423,pedestrian,75,81,136,150
CrossRoad-004_00055.jpg,435,423,pedestrian,248,57,268,103
CrossRoad-004_00057.jpg,435,423,pedestrian,209,171,267,321
CrossRoad-004_00057.jpg,435,423,pedestrian,215,75,242,138
CrossRoad-004_00077.jpg,435,423,pedestrian,204,107,250,200
CrossRoad-004_00085.jpg,435,423,pedestrian,183,115,214,197
CrossRoad-004_00085.jpg,435,423,pedestrian,203,119,228,199
CrossRoad-004_00087.jpg,435,423,pedestrian,178,228,259,384
CrossRoad-004_00087.jpg,435,423,pedestrian,187,87,213,147
CrossRoad-004_00087.jpg,435,423,pedestrian,217,88,246,146
CrossRoad-004_00097.jpg,435,423,pedestrian,349,137,394,264
CrossRoad-004_00101.jpg,435,423,pedestrian,129,82,157,139
CrossRoad-004_00101.jpg,435,423,pedestrian,240,85,265,158
CrossRoad-004_00101.jpg,435,423,pedestrian,260,91,288,156
CrossRoad-004_00107.jpg,435,423,pedestrian,123,164,174,332
CrossRoad-004_00107.jpg,435,423,pedestrian,164,181,219,343
CrossRoad-004_00127.jpg,435,423,pedestrian,260,90,290,163
CrossRoad-004_00129.jpg,435,423,pedestrian,162,111,204,207
CrossRoad-004_00136.jpg,435,423,pedestrian,355,132,391,216
CrossRoad-004_00136.jpg,435,423,pedestrian,321,126,359,214
CrossRoad-004_00152.jpg,435,423,pedestrian,296,106,326,188
CrossRoad-004_00152.jpg,435,423,pedestrian,330,118,360,196
CrossRoad-004_00152.jpg,435,423,pedestrian,357,114,389,189
CrossRoad-004_00256.jpg,435,423,pedestrian,265,78,290,143
CrossRoad-004_00260.jpg,435,423,pedestrian,314,138,371,263
CrossRoad-004_00262.jpg,435,423,pedestrian,115,129,158,249
CrossRoad-004_00262.jpg,435,423,pedestrian,146,135,189,263
CrossRoad-004_00262.jpg,435,423,pedestrian,173,142,214,261
CrossRoad-004_00262.jpg,435,423,pedestrian,361,94,397,168
CrossRoad-004_00279.jpg,435,423,pedestrian,158,167,228,334
CrossRoad-004_00279.jpg,435,423,pedestrian,217,168,277,329
CrossRoad-004_00281.jpg,435,423,pedestrian,6,233,80,384
CrossRoad-004_00281.jpg,435,423,pedestrian,64,248,160,384
CrossRoad-004_00281.jpg,435,423,pedestrian,270,109,312,205
CrossRoad-004_00281.jpg,435,423,pedestrian,307,111,351,208
Road-001_00009.jpg,435,423,pedestrian,311,130,335,211
Road-001_00124.jpg,435,423,pedestrian,158,118,187,198
Road-001_00511.jpg,435,423,pedestrian,33,135,67,214
Road-003_00372.jpg,435,423,pedestrian,311,181,344,290
Road-003_00372.jpg,435,423,pedestrian,341,182,371,283
Road-003_00387.jpg,435,423,pedestrian,369,153,398,261
Road-003_00387.jpg,435,423,pedestrian,217,104,242,170
Road-003_00441.jpg,435,423,pedestrian,129,124,156,204
Road-003_00441.jpg,435,423,pedestrian,90,118,118,188
Road-003_00441.jpg,435,423,pedestrian,42,123,68,194
Road-003_00494.jpg,435,423,pedestrian,32,140,62,229
Road-004_00028.jpg,435,423,pedestrian,83,101,107,164
Road-004_00179.jpg,435,423,pedestrian,48,126,72,198
Road-004_00211.jpg,435,423,pedestrian,81,112,106,191
Road-004_00211.jpg,435,423,pedestrian,35,119,56,185
Road-004_00243.jpg,435,423,pedestrian,363,151,392,245
Road-004_00305.jpg,435,423,pedestrian,149,160,183,275
Road-004_00332.jpg,435,423,pedestrian,66,114,92,193
Road-004_00332.jpg,435,423,pedestrian,354,140,386,237
Road-004_00332.jpg,435,423,pedestrian,108,119,134,193
Road-004_00434.jpg,435,423,pedestrian,42,140,69,219
Road-005_00294.jpg,435,423,pedestrian,92,148,119,251
Road-005_00294.jpg,435,423,pedestrian,55,154,87,245
Road-006_00022.jpg,435,423,pedestrian,166,160,212,282
Road-006_00022.jpg,435,423,pedestrian,126,179,164,299
Road-006_00022.jpg,435,423,pedestrian,57,198,88,317
Road-006_00142.jpg,435,423,pedestrian,188,134,219,227
Road-006_00216.jpg,435,423,pedestrian,106,142,144,234
Road-006_00256.jpg,435,423,pedestrian,104,156,146,263
Road-006_00356.jpg,435,423,pedestrian,180,108,216,187
Road-006_00402.jpg,435,423,pedestrian,104,152,138,247
Road-006_00402.jpg,435,423,pedestrian,56,144,96,247
Road-006_00427.jpg,435,423,pedestrian,54,144,93,244
Road-006_00500.jpg,435,423,pedestrian,48,128,76,208
SchoolEntrance-001_00014.jpg,435,423,pedestrian,269,89,331,237
SchoolEntrance-001_00082.jpg,435,423,pedestrian,99,72,256,372
SchoolEntrance-001_00085.jpg,435,423,pedestrian,77,159,114,198
SchoolEntrance-001_00111.jpg,435,423,pedestrian,1,56,152,387
SchoolEntrance-001_00117.jpg,435,423,pedestrian,412,108,434,166
SchoolEntrance-001_00134.jpg,435,423,pedestrian,12,158,32,201
SchoolEntrance-001_00148.jpg,435,423,pedestrian,258,129,288,181
SchoolEntrance-001_00182.jpg,435,423,pedestrian,368,39,434,323
SchoolEntrance-001_00220.jpg,435,423,pedestrian,269,33,388,375
SchoolEntrance-001_00220.jpg,435,423,pedestrian,214,55,306,351
SchoolEntrance-001_00255.jpg,435,423,pedestrian,157,91,236,279
SchoolEntrance-001_00279.jpg,435,423,pedestrian,338,87,420,275
SJTU-SEIEE-057_002-06968.jpg,1920,1080,pedestrian,1705,302,1796,568
SJTU-SEIEE-057_002-06968.jpg,1920,1080,pedestrian,1621,350,1744,621
SJTU-SEIEE-057_002-07010.jpg,1920,1080,pedestrian,1867,396,1919,675
SJTU-SEIEE-057_002-07010.jpg,1920,1080,pedestrian,1773,424,1913,701
SJTU-SEIEE-057_002-08600.jpg,1920,1080,pedestrian,108,277,229,576
SJTU-SEIEE-057_002-08642.jpg,1920,1080,pedestrian,202,266,331,571
SJTU-SEIEE-057_002-08684.jpg,1920,1080,pedestrian,317,245,408,554
SJTU-SEIEE-057_002-08726.jpg,1920,1080,pedestrian,432,277,518,578
SJTU-SEIEE-057_002-08768.jpg,1920,1080,pedestrian,669,312,743,605
SJTU-SEIEE-057_002-08810.jpg,1920,1080,pedestrian,891,280,978,558
SJTU-SEIEE-057_002-08852.jpg,1920,1080,pedestrian,953,228,1044,473
SJTU-SEIEE-057_002-08894.jpg,1920,1080,pedestrian,991,183,1072,407
SJTU-SEIEE-057_002-08936.jpg,1920,1080,pedestrian,1028,150,1101,350
SJTU-SEIEE-057_003-00523.jpg,1920,1080,pedestrian,1492,146,1529,327
SJTU-SEIEE-057_003-00565.jpg,1920,1080,pedestrian,1547,186,1618,388
SJTU-SEIEE-057_003-00607.jpg,1920,1080,pedestrian,1656,237,1738,477
SJTU-SEIEE-057_003-00649.jpg,1920,1080,pedestrian,1806,304,1912,569
SJTU-SEIEE-057_003-01524.jpg,1920,1080,pedestrian,1744,281,1856,525
SJTU-SEIEE-057_003-01566.jpg,1920,1080,pedestrian,1553,236,1642,460
SJTU-SEIEE-057_003-01717.jpg,1920,1080,pedestrian,1089,128,1128,296
SJTU-SEIEE-057_003-01759.jpg,1920,1080,pedestrian,980,111,1030,267
SJTU-SEIEE-057_003-01801.jpg,1920,1080,pedestrian,895,97,940,242
SJTU-SEIEE-057_003-01843.jpg,1920,1080,pedestrian,837,85,880,224
SJTU-SEIEE-057_003-01885.jpg,1920,1080,pedestrian,813,70,855,199
SJTU-SEIEE-057_003-01927.jpg,1920,1080,pedestrian,808,59,849,178
SJTU-SEIEE-057_003-01969.jpg,1920,1080,pedestrian,822,44,857,158
SJTU-SEIEE-057_003-02011.jpg,1920,1080,pedestrian,822,36,857,139
SJTU-SEIEE-057_003-02053.jpg,1920,1080,pedestrian,827,27,860,127
SJTU-SEIEE-057_003-02095.jpg,1920,1080,pedestrian,820,17,855,114
SJTU-SEIEE-057_003-04397.jpg,1920,1080,pedestrian,806,10,840,53
SJTU-SEIEE-057_003-04409.jpg,1920,1080,pedestrian,806,10,840,53
SJTU-SEIEE-057_003-04421.jpg,1920,1080,pedestrian,808,10,842,50
SJTU-SEIEE-057_003-06654.jpg,1920,1080,pedestrian,891,8,926,87
SJTU-SEIEE-057_003-06666.jpg,1920,1080,pedestrian,887,18,924,92
SJTU-SEIEE-057_003-06678.jpg,1920,1080,pedestrian,888,28,922,125
SJTU-SEIEE-057_003-06690.jpg,1920,1080,pedestrian,890,41,925,143
